fecha,temp_min,temp_max,temp_tarde,temp_noche,temp_vespertina,temp_manana,humedad_tarde,precipitacion_total,presion_tarde,vel_viento_max,dir_viento_max,nubosidad_tarde,latitude,longitude
2016-06-13,1.3,16.9,14.2,4.2,12.4,1.3,51,0,1031,4.63,120,0,-30.0346,-51.2177
2016-06-14,3.2,18.3,14.3,6.7,13.6,3.2,72,0,1026,2.57,260,20,-30.0346,-51.2177
2016-06-15,5.7,20.9,18.1,8.2,14.9,5.7,59,0,1025,2.57,290,0,-30.0346,-51.2177
2016-06-16,11.6,17.5,17.5,11.6,14,11.6,68,1,1022,4.12,160,0,-30.0346,-51.2177
2016-06-17,9,12.9,11.5,12,10.5,10.9,82,0,1023,3.6,170,90,-30.0346,-51.2177
2016-06-18,5.5,11.7,9.2,8.1,9.8,7.7,100,0,1026,2.45,68,90,-30.0346,-51.2177
2016-06-19,4.3,9.6,8.4,5.3,8.6,5.3,100,0,1027,3.09,350,90,-30.0346,-51.2177
2016-06-20,6.8,12.9,10.8,6.8,9.5,8,71,0,1030,4.63,130,75,-30.0346,-51.2177
2016-06-21,8.8,17.7,13.5,8.8,14.8,9.4,77,0,1029,8.75,100,40,-30.0346,-51.2177
2016-06-22,12.2,15.8,15.3,13.4,14.8,12.2,88,2,1024,5.14,110,90,-30.0346,-51.2177
2016-06-23,10.3,17.3,15.9,12.5,14,12.7,82,0,1023,3.09,270,75,-30.0346,-51.2177
2016-06-24,6.4,18.6,12.9,9.1,14.9,6.4,100,0,1025,3.6,110,75,-30.0346,-51.2177
2016-06-25,9.6,19.8,16.2,10.2,16,10,94,0,1023,2.57,120,40,-30.0346,-51.2177
2016-06-26,10,21.2,18,12.6,16.4,10.1,77,0,1025,4.12,160,40,-30.0346,-51.2177
2016-06-27,11.9,17.2,13.5,13,14.9,11.9,100,0,1026,4.12,110,90,-30.0346,-51.2177
2016-06-28,11.9,15.4,14,12.4,14,11.9,94,0,1024,2.57,80,90,-30.0346,-51.2177
2016-06-29,12.8,15.9,14.3,13.8,14.4,13,94,0,1024,4.63,110,90,-30.0346,-51.2177
2016-06-30,11.3,16.4,13.6,12.1,15,11.9,100,0,1025,4.63,100,90,-30.0346,-51.2177
2016-07-01,11.8,26,17.8,12.4,19.9,11.9,94,0,1022,2.57,90,40,-30.0346,-51.2177
2016-07-02,10.8,27.2,22.7,14.1,22.6,11.3,65,0,1022,2.57,345,0,-30.0346,-51.2177
2016-07-03,11.5,29.2,26.4,14.6,21.6,11.8,45,0,1019,3.6,340,0,-30.0346,-51.2177
2016-07-04,13.5,29.5,27.3,15.4,23,13.5,42,0,1018,4.63,330,0,-30.0346,-51.2177
2016-07-05,16.6,27.5,26.9,17.8,22.9,17.3,50,0,1014,5.14,350,100,-30.0346,-51.2177
2016-07-06,12.1,21.3,14.1,21.3,12.7,15,83,10.28,1012,11.83,270,95,-30.0346,-51.2177
2016-07-07,9.6,17.9,16.4,12.1,15,10.7,63,0,1020,10.29,290,42,-30.0346,-51.2177
2016-07-08,7.4,19.2,16.1,8.9,14.7,7.4,64,0,1024,2.15,295,100,-30.0346,-51.2177
2016-07-09,11,13.1,13,11.8,12.7,11.3,96,5.46,1020,3.6,80,100,-30.0346,-51.2177
2016-07-10,10.3,17.9,14.3,10.9,15.4,10.4,86,0,1015,4.63,120,100,-30.0346,-51.2177
2016-07-11,12.8,16.2,16,13,16.1,13.3,99,33.88,1011,6.2,90,100,-30.0346,-51.2177
2016-07-12,12.2,18.7,18.3,15.3,16.4,15.1,77,0,1014,9.8,270,75,-30.0346,-51.2177
2016-07-13,9.7,17.8,16,10.5,14.3,10.2,78,2.92,1018,6.17,120,79,-30.0346,-51.2177
2016-07-14,13.2,18,14.7,13.7,17.5,13.6,94,5.81,1012,8.8,240,75,-30.0346,-51.2177
2016-07-15,13.7,19.1,17.7,15.2,16.7,14.1,85,0.41,1012,5.66,290,51,-30.0346,-51.2177
2016-07-16,9.8,16,14.9,14,11,11.6,77,0.5,1017,10.29,270,20,-30.0346,-51.2177
2016-07-17,7.3,12,10.5,8.9,10.1,7.8,56,0,1022,10.8,280,18,-30.0346,-51.2177
2016-07-18,6.4,13.6,11.5,9,11,7.7,72,0,1027,3.09,260,96,-30.0346,-51.2177
2016-07-19,5.6,14,11.4,6,10.5,6.1,77,0,1026,3.6,150,100,-30.0346,-51.2177
2016-07-20,4.3,13,11,7.7,10.9,4.3,68,0,1026,3.6,170,43,-30.0346,-51.2177
2016-07-21,6.2,15,11.7,6.2,12,8.5,79,0,1025,4.12,280,94,-30.0346,-51.2177
2016-07-22,8.3,14.8,12.8,9.9,12.5,8.7,74,0,1025,4.12,70,7,-30.0346,-51.2177
2016-07-23,7.9,21.9,14.9,8.7,16.3,7.9,58,0,1019,2.06,80,32,-30.0346,-51.2177
2016-07-24,11.2,20.9,20.5,13.4,14.9,11.4,69,0,1020,4.12,160,43,-30.0346,-51.2177
2016-07-25,12.9,23.8,21.2,13.3,19.4,13.8,70,0,1017,5.66,90,60,-30.0346,-51.2177
2016-07-26,12.9,19.4,17.5,16.3,16.1,19,88,7.69,1012,6.17,260,90,-30.0346,-51.2177
2016-07-27,9.1,15.1,13.7,12.8,13,11.1,67,0,1022,11.83,280,87,-30.0346,-51.2177
2016-07-28,5.5,14.2,12.8,8.5,11,5.5,68,0,1027,3.6,170,34,-30.0346,-51.2177
2016-07-29,4.8,17.7,16.1,6.5,13.9,4.8,59,0,1025,6.17,100,0,-30.0346,-51.2177
2016-07-30,8.9,22.6,19.7,10.9,19.9,9,60,0,1021,3.09,100,80,-30.0346,-51.2177
2016-07-31,13.2,29.1,25,14.4,22.7,13.6,41,0,1017,2.53,334,0,-30.0346,-51.2177
2016-08-01,14.8,21.2,20.8,17.7,15.2,19.5,75,5.04,1016,3.6,290,100,-30.0346,-51.2177
2016-08-02,12,14.6,14,14.6,12.9,12.8,85,0.64,1028,4.63,160,100,-30.0346,-51.2177
2016-08-03,12,21.1,19.3,12.1,16.6,13,59,0,1024,5.14,130,20,-30.0346,-51.2177
2016-08-04,13.8,23.3,21.3,15,20.4,13.8,66,0.36,1018,2.6,100,48,-30.0346,-51.2177
2016-08-05,13.4,28.9,26.2,15.8,23.7,13.4,59,0,1015,3.1,320,18,-30.0346,-51.2177
2016-08-06,12.8,19.6,18.4,18.2,13.6,17.7,83,19.67,1016,4.6,170,100,-30.0346,-51.2177
2016-08-07,10.9,18.4,17.2,12.6,16.3,11.3,61,3.83,1021,4.1,190,9,-30.0346,-51.2177
2016-08-08,9.6,18,17.5,10.8,14.9,9.6,48,0,1020,5.7,120,0,-30.0346,-51.2177
2016-08-09,10.5,17.4,14.7,12.3,15.9,10.8,80,0.25,1023,3.1,270,100,-30.0346,-51.2177
2016-08-10,9.8,16.5,15.9,11.8,14,9.8,71,2.1,1026,2.6,170,47,-30.0346,-51.2177
2016-08-11,11.3,17.9,14.6,11.6,15.1,11.7,86,0,1026,3.1,250,100,-30.0346,-51.2177
2016-08-12,10.4,20.4,16.7,11.7,17.9,10.7,69,0,1023,1.8,289,56,-30.0346,-51.2177
2016-08-13,8.6,23.2,20.9,10.6,20.2,8.6,56,0,1015,5.1,280,15,-30.0346,-51.2177
2016-08-14,11.3,24.9,22.4,11.3,20.4,12.1,56,0,1014,2.4,130,0,-30.0346,-51.2177
2016-08-15,13.3,24.4,20.5,14.4,22.4,13.6,74,3.59,1008,6.7,290,100,-30.0346,-51.2177
2016-08-16,15.4,22.8,19.8,17.6,19,16.3,61,0,1011,4.6,100,94,-30.0346,-51.2177
2016-08-17,13.5,20.9,19.1,15.3,19.4,16.6,96,5.33,1012,4.6,290,98,-30.0346,-51.2177
2016-08-18,8.2,19.9,17.7,11.7,16,8.2,54,0,1022,2.1,134,0,-30.0346,-51.2177
2016-08-19,12,17.3,16.8,12.5,15.1,12.4,77,4.6,1017,6.7,90,100,-30.0346,-51.2177
2016-08-20,13.5,16.2,15.5,14.6,14,15,93,13.09,1012,6.69,180,90,-30.0346,-51.2177
2016-08-21,9,14.7,13.5,14,12.8,11.8,75,1.9,1025,6.69,230,69,-30.0346,-51.2177
2016-08-22,6.2,17.3,14.4,8.5,14.9,6.6,55,0,1027,7.2,280,0,-30.0346,-51.2177
2016-08-23,5.8,21.1,17.6,9.3,17.7,5.8,50,0,1025,4.12,100,0,-30.0346,-51.2177
2016-08-24,6.2,24,19.7,10.2,20.7,6.6,46,0,1021,2.57,90,0,-30.0346,-51.2177
2016-08-25,8.9,26.5,23.4,11.2,23.7,8.9,57,0,1019,2.57,290,0,-30.0346,-51.2177
2016-08-26,12.4,31.4,27.5,15.2,26.7,12.4,43,0,1015,3.6,100,0,-30.0346,-51.2177
2016-08-27,16.4,32.6,30.4,19.2,28.5,16.4,50,0,1012,2.45,356,99,-30.0346,-51.2177
2016-08-28,16.2,24.6,23.1,19.6,19.8,16.2,74,2.82,1013,4.12,190,100,-30.0346,-51.2177
2016-08-29,17.3,19.6,18.8,17.8,19.6,17.3,97,27.6,1017,2.57,120,100,-30.0346,-51.2177
2016-08-30,17.2,24.3,23.5,18.8,20,17.9,69,25.21,1012,3.6,250,49,-30.0346,-51.2177
2016-08-31,15.9,19.5,17.4,17,17.9,16,90,1.94,1013,5.66,290,100,-30.0346,-51.2177
2016-09-01,14.4,20.9,18.6,15.8,19.1,15,71,0,1023,6.17,140,64,-30.0346,-51.2177
2016-09-02,13.5,17.8,16.7,14,17,13.5,78,0,1024,4.63,180,99,-30.0346,-51.2177
2016-09-03,15,16.8,16.8,15.4,15.9,15,96,14.82,1025,4.12,180,100,-30.0346,-51.2177
2016-09-04,15.3,17.6,16.2,15.3,17,15.9,93,11.66,1023,3.6,160,90,-30.0346,-51.2177
2016-09-05,15.7,21.9,19.9,16,18.5,15.9,82,13.27,1020,5.66,140,99,-30.0346,-51.2177
2016-09-06,12.9,16.9,15.5,16.9,13.5,13.7,63,8.96,1016,12.35,300,75,-30.0346,-51.2177
2016-09-07,11.9,15.6,14.9,13.1,15,12.3,63,0.2,1015,11.32,290,90,-30.0346,-51.2177
2016-09-08,13,20.2,17.5,14.1,18,13,68,0.11,1021,7.72,260,75,-30.0346,-51.2177
2016-09-09,9.9,23.4,21.5,13.2,20.7,9.9,56,0,1023,4.12,100,42,-30.0346,-51.2177
2016-09-10,11.6,27.3,24.1,14.2,24.6,11.6,55,0,1022,4.63,90,0,-30.0346,-51.2177
2016-09-11,11.5,24.9,23.6,15.1,20.1,11.5,64,0,1019,4.63,90,93,-30.0346,-51.2177
2016-09-12,12.9,31.1,28,15,26.4,12.9,52,0.29,1007,6.69,100,31,-30.0346,-51.2177
2016-09-13,17.9,26.6,18.9,20.8,19.4,20.6,88,14.74,1004,10.29,290,90,-30.0346,-51.2177
2016-09-14,14,17.2,15.9,17,16.1,14,55,0,1011,13.89,280,75,-30.0346,-51.2177
2016-09-15,11.3,19.3,16.6,14.4,17,12.7,59,0,1020,7.2,270,40,-30.0346,-51.2177
2016-09-16,8.4,22.3,19.7,10.2,17.7,8.4,55,0,1021,6.69,90,0,-30.0346,-51.2177
2016-09-17,11,27.3,24.5,13.5,25.1,11.3,56,0,1014,4.12,100,95,-30.0346,-51.2177
2016-09-18,15.1,22.4,19.6,17.5,18.8,15.4,67,0,1016,4.63,270,12,-30.0346,-51.2177
2016-09-19,13.8,17.9,16.6,17,16,15.9,59,0,1020,5.66,190,90,-30.0346,-51.2177
2016-09-20,12,20.1,17.2,13.6,19,12,68,0,1024,4.12,310,90,-30.0346,-51.2177
2016-09-21,14.3,23.4,22.1,14.9,19.8,14.3,57,0,1024,7.72,70,20,-30.0346,-51.2177
2016-09-22,11.6,24.9,23.1,15.1,21.9,11.6,47,0,1020,2.4,136,1,-30.0346,-51.2177
2016-09-23,12.7,21.3,21.3,13.3,14.9,12.8,69,0,1021,3.6,140,32,-30.0346,-51.2177
2016-09-24,11.9,18.3,16.4,12.9,16.6,11.9,52,0,1022,3.09,210,28,-30.0346,-51.2177
2016-09-25,10.9,16.5,14.7,12.6,16,11.5,72,0,1023,4.12,190,100,-30.0346,-51.2177
2016-09-26,8.3,21,18.6,11.8,17.4,8.3,56,0,1021,4.63,120,40,-30.0346,-51.2177
2016-09-27,10.8,23,19.4,11.8,18.9,10.9,55,0,1021,5.66,110,1,-30.0346,-51.2177
2016-09-28,12.6,27.2,22.4,12.8,21.1,12.7,53,0,1016,2.8,157,0,-30.0346,-51.2177
2016-09-29,12.7,19.6,18.9,13.9,16.5,13.2,60,0.26,1021,5.14,140,97,-30.0346,-51.2177
2016-09-30,9.7,21.1,20.2,11.8,17.7,9.8,52,0,1020,7.72,120,35,-30.0346,-51.2177
2016-10-01,13.9,22.7,21.9,14.1,18.6,13.9,50,0,1023,11.32,110,20,-30.0346,-51.2177
2016-10-02,13.9,25.1,23.7,14.9,19.7,13.9,51,0,1023,6.69,100,49,-30.0346,-51.2177
2016-10-03,15.2,24.6,23.5,16.8,19,15.2,54,0,1018,8.75,110,48,-30.0346,-51.2177
2016-10-04,16,21.9,21.1,16.9,17.9,16,73,0.17,1017,9.77,100,31,-30.0346,-51.2177
2016-10-05,14.9,21.9,21.8,15.8,18,15.1,60,2.8,1014,8.23,110,74,-30.0346,-51.2177
2016-10-06,15,18.6,18.2,16.7,17.3,15,90,4.48,1013,10.29,100,100,-30.0346,-51.2177
2016-10-07,13.2,24.1,23,14.1,20.9,13.2,53,0.22,1013,5.14,80,40,-30.0346,-51.2177
2016-10-08,14,23.5,21.3,17,21,17,50,0.83,1015,8.75,280,26,-30.0346,-51.2177
2016-10-09,10.5,22,20.2,12.5,18.8,10.5,45,0,1022,4.63,100,39,-30.0346,-51.2177
2016-10-10,7.7,25.7,23,11.9,19.4,7.7,28,0,1022,7.72,100,0,-30.0346,-51.2177
2016-10-11,15.5,28.2,24.5,16.4,25.7,16.1,50,1.98,1015,4.12,80,24,-30.0346,-51.2177
2016-10-12,16.1,27.3,26,17.9,24.9,16.1,54,0,1013,5.14,340,100,-30.0346,-51.2177
2016-10-13,19,26.1,23.9,20.6,25,19,81,14.56,1007,8.75,290,100,-30.0346,-51.2177
2016-10-14,17.6,25.3,24,19.3,22.8,18.4,61,0,1017,6.17,110,75,-30.0346,-51.2177
2016-10-15,17.1,28.6,28.2,17.1,23.5,17.5,60,0.61,1012,4.63,80,100,-30.0346,-51.2177
2016-10-16,19.7,25.1,24.4,20.6,21.4,20,78,0.51,1006,3.6,90,20,-30.0346,-51.2177
2016-10-17,19,21.3,19.9,21,20,20.7,98,36.46,1013,6.7,280,100,-30.0346,-51.2177
2016-10-18,17.9,19.9,18.7,19.4,19.8,18.1,94,29.84,1015,6.17,70,90,-30.0346,-51.2177
2016-10-19,19.1,21.1,19.7,19.8,20.9,19.1,99,33.51,1009,5.1,80,100,-30.0346,-51.2177
2016-10-20,18,24.1,21.9,19.9,22.1,20.7,67,0.11,1011,10.29,270,90,-30.0346,-51.2177
2016-10-21,14.7,21.1,19.7,17.5,19.9,15.5,60,0,1019,5.14,160,75,-30.0346,-51.2177
2016-10-22,11.5,23.2,20.1,14.8,21.9,11.8,60,0,1021,9.77,110,41,-30.0346,-51.2177
2016-10-23,17,28.6,24.3,17.9,28,17.4,57,3.22,1017,4.63,100,75,-30.0346,-51.2177
2016-10-24,19.3,28.3,26.7,20.6,25.5,19.3,71,0.6,1014,3.6,110,100,-30.0346,-51.2177
2016-10-25,19.8,24.3,23,21.4,21.5,20.9,81,7.17,1014,9.77,100,100,-30.0346,-51.2177
2016-10-26,19,26.5,24.8,20,25.9,19.1,71,17.57,1008,8.75,100,97,-30.0346,-51.2177
2016-10-27,15.7,21.1,17.3,21.1,17,19,64,1.55,1006,7.72,280,88,-30.0346,-51.2177
2016-10-28,12.8,18,15.5,15.6,17,12.9,62,0,1019,9.77,270,100,-30.0346,-51.2177
2016-10-29,9.6,22.4,19.1,12.5,21.5,9.6,52,0,1026,7.72,110,75,-30.0346,-51.2177
2016-10-30,12.6,25.9,22.8,15.7,24.4,12.7,44,0,1021,7.2,100,0,-30.0346,-51.2177
2016-10-31,14.9,32,27,17.6,31,15,48,0,1012,5.14,100,64,-30.0346,-51.2177
2016-11-01,20.5,22.8,22.2,22.2,21.5,20.5,88,3.33,1007,14.9,280,90,-30.0346,-51.2177
2016-11-02,15.8,20.6,19.7,19.3,18.8,19.1,83,17.15,1010,6.69,300,100,-30.0346,-51.2177
2016-11-03,11,21.5,19.1,15.1,21.5,11.2,46,0,1022,5.14,270,67,-30.0346,-51.2177
2016-11-04,10.6,27.3,22.7,13.2,27.3,10.6,49,0,1024,3.6,100,0,-30.0346,-51.2177
2016-11-05,12.5,30.5,26.4,17.1,27.9,12.5,30,0,1022,3.2,107,0,-30.0346,-51.2177
2016-11-06,16,30.8,27,18.5,30.6,16,42,0,1017,2.57,90,0,-30.0346,-51.2177
2016-11-07,17.4,33.7,29.1,19.9,31.8,17.5,53,0,1014,3.4,331,0,-30.0346,-51.2177
2016-11-08,18.9,30.2,27.2,21.2,27.2,18.9,61,0,1013,2.57,180,100,-30.0346,-51.2177
2016-11-09,21,25,22.9,22.4,21,21.9,91,19.89,1010,3.6,150,97,-30.0346,-51.2177
2016-11-10,19.1,28.1,25.8,21,27.9,19.8,71,1.05,1011,6.69,290,35,-30.0346,-51.2177
2016-11-11,14.4,21.8,19.9,20.5,20,18,72,2.89,1013,5.66,170,100,-30.0346,-51.2177
2016-11-12,9.5,24.4,21.8,13.4,22.5,9.5,46,0,1019,3.5,88,54,-30.0346,-51.2177
2016-11-13,13.3,28.5,24.1,15.5,25.9,13.3,51,0,1014,3.3,108,0,-30.0346,-51.2177
2016-11-14,16,30.5,27.9,18.8,29.1,16,52,0,1010,6.17,100,5,-30.0346,-51.2177
2016-11-15,18.7,31.6,28,20.3,27.3,18.7,49,0,1006,4.63,100,29,-30.0346,-51.2177
2016-11-16,21,26.3,25,21.8,25.1,21.5,74,0.83,1007,4.63,140,100,-30.0346,-51.2177
2016-11-17,15,23.3,23.3,21.1,18,19.1,65,7.42,1011,8.23,200,75,-30.0346,-51.2177
2016-11-18,11,19.9,14.4,14.2,19.9,11,91,1.46,1021,6.17,240,91,-30.0346,-51.2177
2016-11-19,10.7,22.5,20.9,13.5,21.7,10.7,55,0,1019,5.66,110,83,-30.0346,-51.2177
2016-11-20,12.6,26.9,23.6,15.8,25.9,12.6,50,0,1014,2.2,239,100,-30.0346,-51.2177
2016-11-21,17.4,26,26,19.2,23.1,18.6,66,0,1013,6.17,160,21,-30.0346,-51.2177
2016-11-22,15.4,23.3,18.9,17.1,22,15.4,61,0,1017,4.63,140,100,-30.0346,-51.2177
2016-11-23,13.3,26.3,22.7,15.8,25.1,13.3,44,0,1015,4.12,260,16,-30.0346,-51.2177
2016-11-24,13.4,27.4,25.6,16.4,25.9,13.4,37,0,1016,4.63,140,0,-30.0346,-51.2177
2016-11-25,17.3,30.4,25.7,18.7,27.8,17.3,53,1.78,1015,4.1,112,11,-30.0346,-51.2177
2016-11-26,20.1,33,29,21.5,31.5,20.1,63,0,1013,3.1,113,72,-30.0346,-51.2177
2016-11-27,22.5,31,29,23.7,23.1,23.7,62,18.04,1009,4.63,100,100,-30.0346,-51.2177
2016-11-28,19.6,24,23.6,22.3,23.9,21,82,6.11,1013,5.66,190,100,-30.0346,-51.2177
2016-11-29,16.1,25.3,24.5,18.8,23.8,16.1,59,0,1019,3.5,139,46,-30.0346,-51.2177
2016-11-30,12.7,25.1,23.1,17.1,23.8,12.8,49,0,1022,9.26,100,61,-30.0346,-51.2177
2016-12-01,15.2,27.3,24.4,17.4,25.5,15.3,50,0,1019,7.72,100,90,-30.0346,-51.2177
2016-12-02,17.4,30.8,28.1,20.2,30.2,17.4,54,0,1016,2.6,329,94,-30.0346,-51.2177
2016-12-03,20.3,25.3,22.7,22.7,21.1,20.6,73,14.45,1009,6.69,170,90,-30.0346,-51.2177
2016-12-04,18.3,24.4,21.9,21.4,24,19.5,74,11.39,1011,6.17,100,79,-30.0346,-51.2177
2016-12-05,15.5,26.9,24.2,18.1,26.5,15.9,64,0,1011,2.2,260,14,-30.0346,-51.2177
2016-12-06,16.4,31.9,26.9,19.8,31.5,16.4,47,0,1009,5.66,300,18,-30.0346,-51.2177
2016-12-07,20.4,29.2,27.8,25,27.8,20.4,59,0,1010,7.72,100,15,-30.0346,-51.2177
2016-12-08,19.1,30,25.7,21.6,29.9,19.1,61,1.46,1009,5.14,150,49,-30.0346,-51.2177
2016-12-09,17.6,24.1,23.5,20.6,23,17.6,44,0,1013,6.17,150,40,-30.0346,-51.2177
2016-12-10,19.2,31,27.1,19.6,30.9,19.3,58,0.8,1007,4.12,100,36,-30.0346,-51.2177
2016-12-11,20.7,32.4,29.8,24.8,28.3,23.9,49,0,1005,3.6,290,49,-30.0346,-51.2177
2016-12-12,18.7,32.5,26.8,20.4,32.4,18.7,52,0,1006,4.63,80,0,-30.0346,-51.2177
2016-12-13,20.9,32.8,29.5,24.1,24.7,22.4,33,3.41,1007,4.2,154,40,-30.0346,-51.2177
2016-12-14,17.7,26.2,23.1,20.1,24.2,18,41,0.65,1017,5.66,280,40,-30.0346,-51.2177
2016-12-15,14.8,24.9,22.2,17.5,23.9,14.8,37,0,1025,7.72,110,39,-30.0346,-51.2177
2016-12-16,15.1,27.7,25,18,26.8,15.1,41,0,1023,7.2,90,20,-30.0346,-51.2177
2016-12-17,18.9,31.2,27.7,19.7,30.5,18.9,49,0,1018,7.72,100,2,-30.0346,-51.2177
2016-12-18,22.2,34.3,31.3,25.1,28,22.2,46,4.7,1012,4.63,340,20,-30.0346,-51.2177
2016-12-19,23.9,30.3,28.8,24.7,27.9,24,61,12.69,1008,5.14,340,100,-30.0346,-51.2177
2016-12-20,22,30.8,27.4,24.6,30.8,22.1,63,7.43,1012,6.17,110,100,-30.0346,-51.2177
2016-12-21,20.7,32.5,29.6,23.6,30.8,21.1,55,0,1011,5.66,130,15,-30.0346,-51.2177
2016-12-22,22,35,31.1,24,31,22.2,58,0.37,1013,3.3,325,8,-30.0346,-51.2177
2016-12-23,23.1,33.5,31.8,24.4,31.8,23.5,55,5.09,1010,4.9,321,26,-30.0346,-51.2177
2016-12-24,22.6,30.5,28.4,26.9,29.2,22.6,66,3.98,1013,7.2,110,100,-30.0346,-51.2177
2016-12-25,20.7,34,30.5,22.6,32.9,20.7,58,0.23,1010,7.72,90,94,-30.0346,-51.2177
2016-12-26,21.7,37.3,34.4,23.5,35.1,21.8,59,2.9,1004,8.75,190,31,-30.0346,-51.2177
2016-12-27,22.7,28.5,24.7,25.6,25.1,25,86,3.16,1012,6.17,170,100,-30.0346,-51.2177
2016-12-28,22,25.8,25.8,22.5,24.6,22,74,1.83,1014,5.66,90,90,-30.0346,-51.2177
2016-12-29,22,26.9,25.4,23,26.2,23,94,25.69,1013,3.1,260,91,-30.0346,-51.2177
2016-12-30,22,31.8,26.9,22,29.3,22,79,4.05,1011,4.63,100,75,-30.0346,-51.2177
2016-12-31,23.5,29.9,25,24,28.9,23.5,93,4.93,1010,6.2,330,93,-30.0346,-51.2177
2017-01-01,23,32.5,30.2,24.8,32.5,23.4,68,0.6,1009,4.63,300,53,-30.0346,-51.2177
2017-01-02,24.2,30.4,29.2,27.1,27,24.2,71,7.83,1012,3.4,139,92,-30.0346,-51.2177
2017-01-03,22.6,33.9,30.7,24,31.9,22.6,58,0.8,1010,4.63,70,93,-30.0346,-51.2177
2017-01-04,22.2,32.1,31,27.1,22.6,22.6,62,13.35,1007,6.17,210,0,-30.0346,-51.2177
2017-01-05,21.8,30,28.2,23.1,26.9,21.8,70,2.98,1010,5.14,280,20,-30.0346,-51.2177
2017-01-06,22,27.1,25.7,23.2,25.5,22.4,58,2.11,1017,6.17,110,75,-30.0346,-51.2177
2017-01-07,21.6,28.1,25.9,21.7,27.8,21.6,65,0.48,1014,4.12,90,0,-30.0346,-51.2177
2017-01-08,23.2,32.4,30.2,24.2,30.8,23.5,66,0.18,1010,3.09,270,36,-30.0346,-51.2177
2017-01-09,23.5,29.8,28,26.6,29.5,23.5,70,2.5,1005,6.69,290,0,-30.0346,-51.2177
2017-01-10,22.2,29.6,27,26.5,29.6,22.6,80,31.59,1007,5.7,290,100,-30.0346,-51.2177
2017-01-11,22.6,30,26.6,24.1,28.7,22.9,66,2.89,1014,5.66,130,75,-30.0346,-51.2177
2017-01-12,20.2,30,27.5,22.6,28.8,20.2,63,0,1016,7.2,80,43,-30.0346,-51.2177
2017-01-13,18.7,33.4,27.9,21.7,33.2,18.8,59,0,1011,3.6,100,2,-30.0346,-51.2177
2017-01-14,23.1,31,31,25.1,26.4,23.3,59,0,1008,5.66,180,40,-30.0346,-51.2177
2017-01-15,23.1,32,28.9,23.4,30,23.5,67,0.88,1009,5.66,100,84,-30.0346,-51.2177
2017-01-16,21.7,30.8,30,25.2,29.8,24.1,65,1.1,1008,5.66,90,93,-30.0346,-51.2177
2017-01-17,22.1,30.3,27.4,22.1,28.4,22.6,71,3,1003,4.1,250,37,-30.0346,-51.2177
2017-01-18,23.1,30.5,28,24.3,28.5,23.1,66,0,1010,5.66,160,75,-30.0346,-51.2177
2017-01-19,19.7,28.9,27.1,23.5,27.9,19.7,57,0,1018,6.69,100,1,-30.0346,-51.2177
2017-01-20,18.5,29.4,27,21.7,27.9,18.9,55,0,1020,6.69,120,35,-30.0346,-51.2177
2017-01-21,19.1,29.4,28.2,22.1,27.5,19.1,58,0,1018,4.1,115,10,-30.0346,-51.2177
2017-01-22,20.3,31.3,28.8,22.7,29.2,20.3,62,0,1015,6.69,110,36,-30.0346,-51.2177
2017-01-23,22.2,31.5,29.2,24.4,28.1,22.2,52,1.55,1013,4.12,70,0,-30.0346,-51.2177
2017-01-24,22.1,32.8,29.9,24.2,30.8,22.6,58,0,1010,3.6,100,60,-30.0346,-51.2177
2017-01-25,22.3,30,27,24.8,26.1,23.7,69,7.37,1009,6.69,280,75,-30.0346,-51.2177
2017-01-26,20.6,26.4,25,22.3,22.3,20.8,57,4.85,1014,5.1,180,75,-30.0346,-51.2177
2017-01-27,18,26.5,23.7,20.1,26.2,18,50,0,1019,3.6,270,43,-30.0346,-51.2177
2017-01-28,17.3,28.6,26.2,20.7,27.9,17.3,58,0,1021,6.17,140,20,-30.0346,-51.2177
2017-01-29,20.8,31.5,29.1,22.7,29.1,20.8,61,0.41,1019,8.23,100,98,-30.0346,-51.2177
2017-01-30,22.4,32.8,30.7,24.5,30.1,22.4,51,2.81,1018,4.63,100,45,-30.0346,-51.2177
2017-01-31,23.2,32.3,28.8,25,25.1,24.2,58,5.21,1015,4.63,90,0,-30.0346,-51.2177
2017-02-01,22.8,28.9,27.9,23.2,28.9,22.8,63,5.46,1011,5.66,290,98,-30.0346,-51.2177
2017-02-02,22.7,31.7,30.1,24.7,29.3,22.7,61,4.24,1007,4.63,100,47,-30.0346,-51.2177
2017-02-03,22.7,31.7,29.2,23,29.6,22.7,71,2.59,1009,4.63,240,19,-30.0346,-51.2177
2017-02-04,21.8,34.9,31.1,24.8,33.3,22.3,58,0,1009,3.6,94,2,-30.0346,-51.2177
2017-02-05,25.2,31.7,29.8,25.8,31.1,25.7,62,2.76,1007,3.6,269,26,-30.0346,-51.2177
2017-02-06,21.5,26.4,23.5,26.1,26.2,22,63,0,1012,7.72,280,19,-30.0346,-51.2177
2017-02-07,17.8,28,24.3,21.4,27.1,17.9,57,0,1014,6.69,160,17,-30.0346,-51.2177
2017-02-08,17.2,28.5,26.8,20.2,27,17.2,51,0,1015,6.69,100,86,-30.0346,-51.2177
2017-02-09,20.4,33.3,29.4,21.5,31.2,20.8,54,0.41,1014,3.2,104,29,-30.0346,-51.2177
2017-02-10,22.3,33.5,31,24.8,30.9,22.4,55,0.55,1012,6.17,100,100,-30.0346,-51.2177
